"Protein.IDs","Majority.protein.IDs","First.Majority.protein.IDs","Fasta.headers","Ratio.H.L.MSZ20_1_P","Ratio.H.L.MSZ20_1_T","Ratio.H.L.MSZ20_2_P","Ratio.H.L.MSZ20_2_T","Ratio.H.L.MSZ20_3_P","Ratio.H.L.MSZ20_3_T","Ratio.H.L.MSZ20_4_P","Ratio.H.L.MSZ20_4_T","Ratio.MSZ20_P_T_1","Ratio.MSZ20_P_T_2","Ratio.MSZ20_P_T_3","Ratio.MSZ20_P_T_4","Log2.MSZ20_P_T_1","Log2.MSZ20_P_T_2","Log2.MSZ20_P_T_3","Log2.MSZ20_P_T_4","Log2.MSZ20_P_1","Log2.MSZ20_P_2","Log2.MSZ20_P_3","Log2.MSZ20_P_4","Log2.MSZ20_T_1","Log2.MSZ20_T_2","Log2.MSZ20_T_3","Log2.MSZ20_T_4","Log2.MSZ20_P_T_mean","Log2.MSZ20_T_mean","Log2.MSZ20_P_mean","MSZ20_P_T_count","MSZ20_P_T_p.val","MSZ20_P_T_rank","MSZ20_P_T_log10p.val","Hits"
"YJL054W","YJL054W","YJL054W","YJL054W TIM54 SGDID:S000003590, Chr X from 334265-335701, Genome Release 64-2-1, Verified ORF, Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane",0.25885,0.14318,0.37254,0.11323,0.22308,0.11412,NA,0.097536,1.80786422684733,3.29011746003709,1.95478443743428,NA,0.854286333389567,1.71813909033987,0.967009524058918,NA,-1.94981177668852,-1.42453275735699,-2.16436691879617,NA,-2.80409811007809,-3.14267184769685,-3.13137644285509,-3.35792138183085,1.17981164926278,-3.10901694561522,-1.84623715094723,3,0.0489630476042679,0.803448275862069,1.31013155825374,"Hits"
"YDL126C","YDL126C","YDL126C","YDL126C CDC48 SGDID:S000002284, Chr IV from 238664-236157, Genome Release 64-2-1, reverse complement, Verified ORF, AAA ATPase; subunit of polyubiquitin-selective segregase complex involved in ERAD, cell wall integrity during heat stress, mitotic spindle ",0.14829,0.066627,0.14478,0.071334,0.16917,0.058274,0.16038,0.079203,2.22567427619434,2.02960719993271,2.90300991866012,2.02492329835991,1.15424247205836,1.02120054241397,1.53754950120237,1.0178672614928,-2.75350678257588,-2.7880657734999,-2.56345434610228,-2.64043385147258,-3.90774925463425,-3.80926631591388,-4.10100384730466,-3.65830111296538,1.18271494429188,-3.86908013270454,-2.68636518841266,4,0.00235711082459512,0.804214559386973,2.62761999771385,"Hits"
"YOR065W","YOR065W","YOR065W","YOR065W CYT1 SGDID:S000005591, Chr XV from 447439-448368, Genome Release 64-2-1, Verified ORF, Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding c",0.26357,0.14389,0.2823,0.14268,0.30339,0.097234,0.46056,0.19294,1.83174647300021,1.97855340622372,3.12020486661044,2.38706333575205,0.87321983779281,0.984446007870243,1.64164075676053,1.25523684583451,-1.92374192527844,-1.82469896609976,-1.72075456101029,-1.11853897752028,-2.79696176307125,-2.80914497397,-3.36239531777082,-2.37377582335478,1.18863586206452,-2.83556946954171,-1.64693360747719,4,0.00610598044111884,0.804597701149425,2.21424459118177,"Hits"
"YJR049C","YJR049C","YJR049C","YJR049C UTR1 SGDID:S000003810, Chr X from 528476-526884, Genome Release 64-2-1, reverse complement, Verified ORF, ATP-NADH kinase; phosphorylates both NAD and NADH; active as a hexamer; enhances the activity of ferric reductase (Fre1p); UTR1 has a paralog",0.29176,0.11145,0.23313,0.17424,0.24523,0.085156,0.32851,0.1226,2.61785554060117,1.33798209366391,2.87977359199587,2.67952691680261,1.388385488189,0.420058808389584,1.52595539133961,1.42197830850772,-1.7771459901007,-2.10079342733032,-2.02779261421203,-1.60599080735094,-3.1655314782897,-2.52085223571991,-3.55374800555164,-3.02796911585867,1.18909449910648,-3.06702520885498,-1.8779307097485,4,0.0192144176649466,0.804980842911877,1.71637277324661,"Hits"
"YOR142W","YOR142W","YOR142W","YOR142W LSC1 SGDID:S000005668, Chr XV from 593057-594046, Genome Release 64-2-1, Verified ORF, Alpha subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succi",0.21735,0.089714,0.21926,0.11322,0.27864,0.11023,0.27369,0.12009,2.42269879840382,1.936583642466,2.52780549759594,2.2790407194604,1.27661505313421,0.953513813767466,1.33788545938163,1.18842670136442,-2.20190799927136,-2.18928545234774,-1.84352571685009,-1.8693853719637,-3.47852305240557,-3.14279926611521,-3.18141117623172,-3.05781207332812,1.18911025691193,-3.21513639202015,-2.02602613510822,4,0.000772024791816586,0.805363984674329,3.11236875306289,"Hits"
"YBL068W","YBL068W","YBL068W","YBL068W PRS4 SGDID:S000000164, Chr II from 92414-93394, Genome Release 64-2-1, Verified ORF, 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP; which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five relat",0.25363,0.12138,0.30221,0.1311,0.23707,0.11294,0.335,0.12172,2.0895534684462,2.30518688024409,2.09907915707455,2.75221820571804,1.06319467547068,1.20488371389647,1.06975657223542,1.46059485660526,-1.97920269368669,-1.72637669543123,-2.07661498622011,-1.57776699931695,-3.04239736915737,-2.93126040932769,-3.14637155845552,-3.03836185592222,1.19960745455196,-3.0395977982157,-1.83999034366374,4,0.00100321540793008,0.806130268199234,2.99860580633032,"Hits"
"YDL190C","YDL190C","YDL190C","YDL190C UFD2 SGDID:S000002349, Chr IV from 121592-118707, Genome Release 64-2-1, reverse complement, Verified ORF, Ubiquitin chain assembly factor (E4); cooperates with a ubiquitin-activating enzyme (E1), a ubiquitin-conjugating enzyme (E2), and a ubiquit",0.26272,0.11714,0.2022,0.065476,0.19513,0.071158,0.19229,0.13116,2.24278640942462,3.08815443826746,2.74220748194159,1.46607197316255,1.16529223266829,1.62674490343216,1.45533773298577,0.551955930740399,-1.92840206265901,-2.30614509764643,-2.35749249467503,-2.37864435730335,-3.09369429532729,-3.9328900010786,-3.81283022766081,-2.93060028804375,1.19983269995666,-3.44250370302761,-2.24267100307096,4,0.0147077463750935,0.806513409961686,1.83245386784635,"Hits"
"YOL140W","YOL140W","YOL140W","YOL140W ARG8 SGDID:S000005500, Chr XV from 58759-60030, Genome Release 64-2-1, Verified ORF, Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine",0.18841,0.083809,0.22752,0.11731,0.22372,0.12784,0.3007,0.081382,2.24808791418583,1.93947660046032,1.75,3.69492025263572,1.1686984549894,0.955667370041274,0.807354922057604,1.88554322705924,-2.40805255579897,-2.1359347248174,-2.16023385945123,-1.73360322697545,-3.57675101078837,-3.09160209485867,-2.96758878150883,-3.61914645403468,1.20431599353688,-3.31377208529764,-2.10945609176076,4,0.0150466581490148,0.806896551724138,1.82255994582441,"Hits"
"YDR354W","YDR354W","YDR354W","YDR354W TRP4 SGDID:S000002762, Chr IV from 1184747-1185889, Genome Release 64-2-1, Verified ORF, Anthranilate phosphoribosyl transferase; transferase of the tryptophan biosynthetic pathway; catalyzes the phosphoribosylation of anthranilate; subject to the",0.17623,0.064629,0.16111,0.090062,0.16545,0.050709,0.20089,0.11115,2.72679447306936,1.78887877240123,3.26273442584157,1.80737741790373,1.447205963965,0.839055623062548,1.70608156232585,0.85389780231915,-2.50446855674071,-2.63388205085738,-2.59553280323691,-2.31552234420331,-3.95167452070571,-3.47293767391993,-4.30161436556276,-3.16942014652246,1.21156023791814,-3.72391167667772,-2.51235143875958,4,0.0113924000630201,0.80727969348659,1.94338477246851,"Hits"
"YLR258W","YLR258W","YLR258W","YLR258W GSY2 SGDID:S000004248, Chr XII from 660716-662833, Genome Release 64-2-1, Verified ORF, Glycogen synthase; expression induced by glucose limitation, nitrogen starvation, heat shock, and stationary phase; activity regulated by cAMP-dependent, Snf1p",0.39042,0.18165,0.34044,0.14374,0.38975,0.17604,0.45361,0.17509,2.14929810074319,2.36844302212328,2.21398545785049,2.59072477011822,1.10386559381174,1.24393896527419,1.14664574607796,1.37335575659225,-1.35690113532223,-1.5545275384413,-1.3593790719643,-1.14047564951158,-2.46076672913396,-2.79846650371549,-2.50602481804227,-2.51383140610383,1.21695151543904,-2.56977236424889,-1.35282084880985,4,0.000259498460585003,0.808045977011494,3.58586521416012,"Hits"
"YLR293C;YOR185C","YLR293C;YOR185C","YLR293C","YLR293C GSP1 SGDID:S000004284, Chr XII from 721430-720771, Genome Release 64-2-1, reverse complement, Verified ORF, Ran GTPase; GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport;",0.1478,0.082875,0.15391,0.066122,0.17742,0.068959,0.18714,0.067743,1.78340874811463,2.32766703971447,2.57283313273104,2.76249944643727,0.834637399146201,1.21888470321717,1.36335789065582,1.46597417541003,-2.7582818254033,-2.69984112389884,-2.49475944559533,-2.4178101363415,-3.5929192245495,-3.918725827116,-3.85811733625116,-3.88378431175153,1.2207135421073,-3.81338667491705,-2.59267313280974,4,0.00306536097785463,0.808429118773946,2.51351837548184,"Hits"
"YLR354C","YLR354C","YLR354C","YLR354C TAL1 SGDID:S000004346, Chr XII from 837357-836350, Genome Release 64-2-1, reverse complement, Verified ORF, Transaldolase, enzyme in the non-oxidative pentose phosphate pathway; converts sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate to ",0.19266,0.095268,0.19674,0.071854,0.2143,0.1034,0.22636,0.087581,2.0222949993702,2.73805216132714,2.07253384912959,2.5845788470102,1.01599346365313,1.45314993095344,1.05139566436161,1.36992921484176,-2.37587102398989,-2.34563778732259,-2.2222962448729,-2.14330905235404,-3.39186448764302,-3.79878771827603,-3.27369190923451,-3.5132382671958,1.22261706845248,-3.49439559558734,-2.27177852713486,4,0.00158676384600009,0.808812260536398,2.79948770337153,"Hits"
"YCL043C","YCL043C","YCL043C","YCL043C PDI1 SGDID:S000000548, Chr III from 50221-48653, Genome Release 64-2-1, reverse complement, Verified ORF, Protein disulfide isomerase; multifunctional protein of ER lumen, essential for formation of disulfide bonds in secretory and cell-surface pr",0.12453,0.06948,0.14151,0.058576,0.26202,0.063885,0.12952,0.077535,1.79231433506045,2.41583583720295,4.10143226109415,1.6704714000129,0.841823678614371,1.27252242283357,2.03612780122992,0.740255282635305,-3.00543475711205,-2.82102408818606,-1.9322511579354,-2.94875320413425,-3.84725843572642,-4.09354651101963,-3.96837895916532,-3.68900848676955,1.22268229632829,-3.89954809817023,-2.67686580184194,4,0.0254355874643557,0.809195402298851,1.59455822738267,"Hits"
"YBR111C","YBR111C","YBR111C","YBR111C YSA1 SGDID:S000000315, Chr II from 461873-461178, Genome Release 64-2-1, reverse complement, Verified ORF, Nudix hydrolase family member with ADP-ribose pyrophosphatase activity; shown to metabolize O-acetyl-ADP-ribose to AMP and acetylated ribose",0.18102,0.071559,0.21486,0.087302,0.20497,0.084763,0.22443,0.11313,2.52966083930742,2.46111200201599,2.41815414744641,1.98382391938478,1.33894397059182,1.29931031447069,1.27390621343244,0.988283980410427,-2.46577899256895,-2.21853117039513,-2.28651532670994,-2.15566255816356,-3.80472296316077,-3.51784148486582,-3.56042154014239,-3.14394653857399,1.22511111972634,-3.50673313168574,-2.2816220119594,4,0.000606304090950962,0.809578544061303,3.21730950141466,"Hits"
"YJL159W;YJL160C;YKL163W","YJL159W","YJL159W","YJL159W HSP150 SGDID:S000003695, Chr X from 120449-121690, Genome Release 64-2-1, Verified ORF, O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stabilit",0.67636,0.25041,0.80326,0.56709,0.6878,0.20253,0.8162,0.35456,2.70101034303742,1.4164594685147,3.39604009282575,2.30200812274368,1.43349916440083,0.502289320099738,1.76385349109927,1.20289292409627,-0.564136753749792,-0.316061058579899,-0.539938979022659,-0.293005384291349,-1.99763591815062,-0.818350378679636,-2.30379247012193,-1.49589830838762,1.22563372492403,-1.65391926883495,-0.428285543910925,4,0.0194574745464821,0.809961685823755,1.71091352900611,"Hits"
"YMR108W","YMR108W","YMR108W","YMR108W ILV2 SGDID:S000004714, Chr XIII from 484084-486147, Genome Release 64-2-1, Verified ORF, Acetolactate synthase; catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to ",0.13877,0.065794,0.13979,0.059131,0.14032,0.04622,0.18721,0.094526,2.10915888986838,2.36407299047877,3.0359151882302,1.98051329792861,1.07666778218264,1.24127457924477,1.6021314879771,0.985874388084873,-2.84923238236907,-2.83866693493523,-2.83320744199208,-2.4172705949816,-3.92590016455171,-4.07994151418001,-4.43533892996918,-3.40314498306648,1.22648705937235,-3.96108139794184,-2.7345943385695,4,0.00287336020205719,0.810344827586207,2.54160992779845,"Hits"
"YJR099W","YJR099W","YJR099W","YJR099W YUH1 SGDID:S000003860, Chr X from 615576-616286, Genome Release 64-2-1, Verified ORF, Ubiquitin C-terminal hydrolase; cleaves ubiquitin-protein fusions to generate monomeric ubiquitin; hydrolyzes the peptide bond at the C-terminus of ubiquitin; al",0.22995,0.090119,NA,0.099929,0.45194,0.17486,0.25453,0.13062,2.55162618315782,NA,2.58458195127531,1.94862961261675,1.35141698772079,NA,1.36993094762124,0.962459895202326,-2.12060789716952,NA,-1.14579684315001,-1.97409238632512,-3.4720248848903,-3.32295277216989,-2.51572779077125,-2.93655228152745,1.22793594351478,-3.06181443233972,-1.74683237554822,3,0.0115026723364358,0.810727969348659,1.93920125128617,"Hits"
"YDR264C","YDR264C","YDR264C","YDR264C AKR1 SGDID:S000002672, Chr IV from 998323-996029, Genome Release 64-2-1, reverse complement, Verified ORF, Palmitoyl transferase involved in protein palmitoylation; acts as a negative regulator of pheromone response pathway; required for endocytos",0.3818,0.12615,0.31035,0.13494,0.24931,0.10344,0.28752,0.15996,3.0265556876734,2.29991107158737,2.41018948182521,1.79744936234059,1.59767689642764,1.20157807896956,1.26914657124517,0.845951127699813,-1.38911099214551,-1.68803194896828,-2.00398734338138,-1.79826578092687,-2.98678788857315,-2.88961002793784,-3.27313391462656,-2.64421690862668,1.22858816858554,-2.94843718494106,-1.71984901635551,4,0.00411817678805781,0.811111111111111,2.38529501361164,"Hits"
"YMR027W","YMR027W","YMR027W","YMR027W YMR027W SGDID:S000004629, Chr XIII from 325877-327289, Genome Release 64-2-1, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR027W is not an essen",0.17311,0.10136,0.19564,0.057781,0.1791,0.080992,0.19613,0.083127,1.7078729281768,3.38588809470241,2.21132951402608,2.35940187905253,0.772200637306733,1.75953429222771,1.14491401965,1.23842117505696,-2.53023902798927,-2.35372672509902,-2.48116275756349,-2.35011786817452,-3.302439665296,-4.11326101732674,-3.62607677721349,-3.58853904323148,1.22876753106035,-3.65757912576693,-2.42881159470657,4,0.00911750667573897,0.811494252873563,2.04012391002838,"Hits"
"YGL056C","YGL056C","YGL056C","YGL056C SDS23 SGDID:S000003024, Chr VII from 397618-396035, Genome Release 64-2-1, reverse complement, Verified ORF, Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein, w",0.26137,0.088963,0.25874,0.12805,0.3443,0.13781,0.34932,0.17013,2.93796297337095,2.02061694650527,2.49836731732095,2.05325339446306,1.55481621397768,1.01479585226905,1.32098560181367,1.03791168315842,-1.93583453651995,-1.95042498968293,-1.53826191397953,-1.51737884959289,-3.49065075049763,-2.96522084195198,-2.8592475157932,-2.55529053275131,1.2321273378047,-2.96760241024853,-1.73547507244383,4,0.002386176041438,0.811877394636015,2.62229751917162,"Hits"
"YIL018W;YFR031C-A","YIL018W;YFR031C-A","YIL018W","YIL018W RPL2B SGDID:S000001280, Chr IX from 316768-316771,317172-317932, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L2B; homologous to mammalian ribosomal protein L2 and bacterial L2; RPL2B has a paralog, RPL2A, that arose from the",0.11929,0.05949,0.11576,0.046419,0.16352,0.056856,0.14043,0.064668,2.00521095982518,2.49380641547642,2.87603770930069,2.17155316385229,1.00375402455218,1.31834947869135,1.5240825918636,1.11872727320957,-3.06745498693463,-3.11079126790509,-2.61246099349919,-2.8320769240037,-4.07120901148681,-4.42914074659644,-4.13654358536279,-3.95080419721327,1.24122834207917,-4.14692438516483,-2.90569604308565,4,0.00168001892741918,0.81264367816092,2.77468582540068,"Hits"
"YDL116W","YDL116W","YDL116W","YDL116W NUP84 SGDID:S000002274, Chr IV from 251566-253746, Genome Release 64-2-1, Verified ORF, Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis; also plays roles in several ",0.28562,0.17543,0.39083,0.15561,0.28527,0.10983,0.38879,0.13218,1.6281137775751,2.51159951159951,2.5973777656378,2.94136783174459,0.703201523073266,1.32860643688393,1.37705585651828,1.55648721123997,-1.80783108999313,-1.35538688246829,-1.80960005889283,-1.3629369827748,-2.51103261306639,-2.68399331935222,-3.18665591541111,-2.91942419401477,1.24133775692886,-2.82527651046112,-1.58393875353226,4,0.00685484181000707,0.813026819923372,2.16400256302381,"Hits"
"YEL060C","YEL060C","YEL060C","YEL060C PRB1 SGDID:S000000786, Chr V from 41953-40046, Genome Release 64-2-1, reverse complement, Verified ORF, Vacuolar proteinase B (yscB) with H3 N-terminal endopeptidase activity; serine protease of the subtilisin family; involved in protein degradati",0.3521,0.12072,0.35271,0.13226,0.29911,0.13114,0.27825,0.15584,2.91666666666667,2.66679268108272,2.28084489858167,1.78548511293634,1.54432051622381,1.41510567280799,1.18956834421469,0.836316105034342,-1.50594286768632,-1.50344561539229,-1.7412519506981,-1.84554640732013,-3.05026338391013,-2.91855128820028,-2.93082029491278,-2.68186251235447,1.24632765957021,-2.89537436984442,-1.64904671027421,4,0.00402338129525344,0.813409961685824,2.39540880745419,"Hits"
"YCR067C","YCR067C","YCR067C","YCR067C SED4 SGDID:S000000663, Chr III from 236322-233125, Genome Release 64-2-1, reverse complement, Verified ORF, Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat protei",0.28207,0.10962,0.26995,0.097145,NA,0.10635,0.23097,0.12324,2.57316183178252,2.77883576097586,NA,1.87414800389484,1.36354219417552,1.47448056867748,NA,0.906234888991626,-1.82587486091264,-1.88923587810019,NA,-2.11422261840583,-3.18941705508817,-3.36371644677767,-3.23310806158878,-3.02045750739746,1.24808588394821,-3.20167476771302,-1.94311111913956,3,0.0188660896655209,0.814176245210728,1.72431810580589,"Hits"
"YER117W;YBL087C","YER117W;YBL087C","YER117W","YER117W RPL23B SGDID:S000000919, Chr V from 396769-396810,397282-397653, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L23B; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23B has a paralog, RPL23A, that arose fro",0.13334,0.073511,0.13742,0.055072,0.22264,0.073258,0.18313,0.078891,1.81387819510005,2.49527890761185,3.0391220071528,2.3213040777782,0.859077579777589,1.31920108054846,1.60365459377467,1.21493551999749,-2.90681846265978,-2.86333610673551,-2.1672152811052,-2.44905994489935,-3.76589604243737,-4.18253718728397,-3.77086987487988,-3.66399546489684,1.24921719352455,-3.84582464237452,-2.59660744884996,4,0.0039024870887763,0.81455938697318,2.40865852510923,"Hits"
"YNL163C","YNL163C","YNL163C","YNL163C RIA1 SGDID:S000005107, Chr XIV from 330073-326741, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p, a guanine nucleotide exchange factor (GEF), promotes rele",0.31916,0.1127,0.29652,0.084018,0.29355,0.14564,0.29057,0.18279,2.83194321206744,3.52924373348568,2.01558637736885,1.5896383828437,1.50179233586931,1.81935906767749,1.01119961079081,0.668698612922747,-1.64764824350791,-1.75379867838687,-1.76832183820149,-1.7830423357756,-3.14944057937723,-3.57315774606436,-2.7795214489923,-2.45174094869835,1.25026240681509,-2.98846518078306,-1.73820277396797,4,0.0163029950076586,0.814942528735632,1.78773260444172,"Hits"
"YEL042W","YEL042W","YEL042W","YEL042W GDA1 SGDID:S000000768, Chr V from 73771-75327, Genome Release 64-2-1, Verified ORF, Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen by converting GDP to GMP after mannose is transferred i",0.21074,0.093887,0.33164,0.14934,0.3519,0.14594,0.28108,0.10541,2.24461320523608,2.22070443283782,2.41126490338495,2.66654017645385,1.16646685923593,1.15101738853782,1.26979015521502,1.41496906510475,-2.24646392062485,-1.5923100701968,-1.50676258079978,-1.83094729121297,-3.41293077986078,-2.74332745873462,-2.7765527360148,-3.24591635631772,1.25056086702338,-3.04468183273198,-1.7941209657086,4,0.000251471075800077,0.815325670498084,3.59951196028126,"Hits"
"YKL216W","YKL216W","YKL216W","YKL216W URA1 SGDID:S000001699, Chr XI from 25215-26159, Genome Release 64-2-1, Verified ORF, Dihydroorotate dehydrogenase; catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines, converting dihydroorotic acid into orotic acid",0.16271,0.068598,0.17101,0.059791,0.17131,0.077389,0.2045,0.095534,2.37193504183795,2.86012945092071,2.21362209099484,2.14059915841481,1.24606450056626,1.51608044559628,1.14640894660734,1.0980146666677,-2.61962517450343,-2.54784740411195,-2.54531872554763,-2.28982725172034,-3.86568967506969,-4.06392784970824,-3.69172767215497,-3.38784191838803,1.2516421398594,-3.75229677883023,-2.50065463897084,4,0.000897706394106126,0.815708812260536,3.04686568145004,"Hits"
"YOR243C","YOR243C","YOR243C","YOR243C PUS7 SGDID:S000005769, Chr XV from 792241-790211, Genome Release 64-2-1, reverse complement, Verified ORF, Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA, position 50 in 5S rRNA, position 13 in cytoplasmic t",0.22505,0.11049,0.2482,0.13797,0.23871,0.070299,0.26943,0.10353,2.03683591275229,1.7989417989418,3.39563862928349,2.60243407707911,1.02632976165202,0.847148511916629,1.76368293254199,1.37986161871177,-2.1516825301639,-2.01042497941909,-2.06666909005871,-1.89201759656837,-3.17801229181592,-2.85757349133572,-3.8303520226007,-3.27187921528014,1.2542557062056,-3.28445425525812,-2.03019854905252,4,0.00849945341466004,0.816091954022989,2.07060900212448,"Hits"
"YKL057C","YKL057C","YKL057C","YKL057C NUP120 SGDID:S000001540, Chr XI from 333969-330856, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is i",0.30857,0.096281,0.31081,0.18678,0.2651,0.15235,0.46655,0.13292,3.20488985365752,1.66404325944962,1.74007220216606,3.51000601865784,1.68027477484317,0.734692939117349,0.799147170180773,1.81147350434191,-1.69633028882803,-1.68589517312913,-1.91539142468219,-1.09989639240287,-3.3766050636712,-2.42058811224648,-2.71453859486296,-2.91136989674478,1.2563970971208,-2.85577541688135,-1.59937831976055,4,0.0214839865663605,0.816475095785441,1.66788512785478,"Hits"
"YOL121C;YNL302C","YOL121C;YNL302C","YOL121C","YOL121C RPS19A SGDID:S000005481, Chr XV from 92440-92026,92850-92831, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous t",0.10465,0.077415,0.13583,0.054438,0.13478,0.044103,0.17188,0.054201,1.35180520570949,2.49513207685808,3.05602793460762,3.17115920370473,0.434887275137866,1.31911618493524,1.61165773085262,1.66501030778857,-3.25635578329374,-2.8801259402585,-2.89132166395755,-2.54052641266287,-3.69124305843161,-4.19924212519373,-4.50297939481017,-4.20553672045144,1.25766787467857,-4.14975032472174,-2.89208245004316,4,0.0215131552789989,0.817241379310345,1.66729588808941,"Hits"
"YLR304C","YLR304C","YLR304C","YLR304C ACO1 SGDID:S000004295, Chr XII from 737548-735212, Genome Release 64-2-1, reverse complement, Verified ORF, Aconitase; required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; phosphoryl",0.13068,0.052076,0.13247,0.049157,0.14572,0.087717,0.1649,0.056227,2.50940932483294,2.69483491669549,1.66125152478995,2.93275472637701,1.3273478165986,1.43019689740839,0.732270523688591,1.55225641994041,-2.93588973499875,-2.91626242012991,-2.77872919469403,-2.60033669611198,-4.26323755159735,-4.3464593175383,-3.51099971838262,-4.15259311605239,1.260517914409,-4.06832242589267,-2.80780451148367,4,0.00616953270328564,0.818007662835249,2.20974772933305,"Hits"
"YHR069C","YHR069C","YHR069C","YHR069C RRP4 SGDID:S000001111, Chr VIII from 234658-233579, Genome Release 64-2-1, reverse complement, Verified ORF, Exosome non-catalytic core component; involved in 3-5 RNA processing and degradation in both the nucleus and the cytoplasm; predicted to",0.20916,0.11752,0.23035,0.081891,0.25469,0.075638,0.28886,0.14758,1.77978216473792,2.81288542086432,3.3672228245062,1.95731128879252,0.831700674290561,1.4920507875913,1.75155919404152,0.96887321896092,-2.25732111958997,-2.11810049694524,-1.97318577930207,-1.79155765490663,-3.08902179388053,-3.61015128453653,-3.72474497334359,-2.76043087386755,1.26104596872107,-3.29608723140705,-2.03504126268598,4,0.0101084797514044,0.818390804597701,1.9953141545199,"Hits"
"YLR378C","YLR378C","YLR378C","YLR378C SEC61 SGDID:S000004370, Chr XII from 877178-875736, Genome Release 64-2-1, reverse complement, Verified ORF, Conserved ER protein translocation channel; essential subunit of Sec61 complex (Sec61p, Sbh1p, and Sss1p); forms channel for SRP-dependent",0.10595,0.073166,0.17805,0.052022,0.11358,0.059213,0.27547,0.077932,1.44807697564443,3.42259044250509,1.91815986354348,3.53474824205718,0.534138294015604,1.7750886654363,0.939722962655496,1.82160746457643,-3.23854450717728,-2.48964565918639,-3.13821927801195,-1.86003288392355,-3.77268280119288,-4.26473432462269,-4.07794224066745,-3.68164034849998,1.26763934667096,-3.94924992874575,-2.68161058207479,4,0.02815316276632,0.819157088122605,1.55047280881253,"Hits"
"YBR084C-A;YBL027W","YBR084C-A;YBL027W","YBR084C-A","YBR084C-A RPL19A SGDID:S000002156, Chr II from 414753-414186,415261-415260, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L19A; rpl19a and rpl19b single null mutations result in slow growth, while the double null m",0.11616,0.041817,0.11993,0.051153,0.12203,0.055182,0.15588,0.066397,2.77781763397661,2.34453502238383,2.21140951759632,2.34769643206771,1.47395188830646,1.22930183002572,1.14496621389128,1.23124587341214,-3.10581473644106,-3.05973550671478,-3.03469222963459,-2.68149225826777,-4.57976662474752,-4.2890373367405,-4.17965844352586,-3.91273813167991,1.2698664514089,-4.24030013417345,-2.97043368276455,4,0.00038018300788744,0.819540229885057,3.42000729763794,"Hits"
"YPR016C","YPR016C","YPR016C","YPR016C TIF6 SGDID:S000006220, Chr XVI from 593069-592332, Genome Release 64-2-1, reverse complement, Verified ORF, Constituent of 66S pre-ribosomal particles; has similarity to human translation initiation factor 6 (eIF6); may be involved in the biogenes",0.14311,0.068317,0.17,0.064566,0.16375,0.061146,0.20027,0.086508,2.09479338963947,2.63296471827278,2.67801655055114,2.31504600730568,1.0668079573176,1.39668818939995,1.42116487676539,1.21104086469597,-2.80480360908172,-2.55639334852439,-2.61043318823727,-2.31998177005602,-3.87161156639932,-3.95308153792434,-4.03159806500266,-3.531022634752,1.27392547204473,-3.84682845101958,-2.57290297897485,4,0.000610833082917215,0.820689655172414,3.21407744944911,"Hits"
